#OTU ID	YD17L1	YD17L2	YD17L3	YD17L4	YD24L1	YD24L2	YD24L3	YD24L4	YD32L1	YD32L2	YD32L3	YD32L4	YD3L1	YD3L2	YD3L3	YD3L4	YD43L1	YD43L2	YD43L3	YD43L4	YD45L1	YD45L2	YD45L3	YD45L4
Zotu2698	4	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu77	21	36	0	1	467	4	1	1	23	7	5	0	26	26	1	0	69	3	1	9	1324	2	96	5
Zotu1607	5	6	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0
Zotu34	15	8	10	6	10	13	3	9	9	16	14	5	0	2	1	7	3	48	1	1	4	23	4438	7
Zotu510	10	0	0	0	4	0	21	0	24	0	0	0	1	2	11	4	1	4	0	0	1	10	3	1
Zotu146	47	26	351	0	3	9	0	0	1	27	11	9	0	14	0	41	1	51	43	1	17	19	1	14
Zotu163	23	13	88	0	120	83	59	26	91	17	38	46	6	0	0	0	14	25	2	0	61	45	12	0
Zotu1262	2	0	0	0	1	0	0	0	0	2	4	0	4	0	2	0	1	0	0	0	5	0	1	1
Zotu480	24	8	11	25	6	0	0	0	44	5	0	0	1	0	0	0	5	0	0	0	6	0	5	0
Zotu862	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu806	3	0	0	0	29	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	14	0	0	0
Zotu837	27	14	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2821	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu456	3	0	0	0	3	0	7	0	0	160	0	0	5	5	0	0	0	0	0	2	0	0	0	0
Zotu399	13	124	0	3	77	2	0	0	73	2	18	0	0	3	1	4	5	2	2	6	37	3	0	27
Zotu1044	4	28	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zotu2543	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu2706	3	0	9	3	3	1	0	0	8	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0
Zotu735	1	2	0	2	3	0	0	0	0	0	0	0	5	3	0	0	0	0	0	1	41	0	0	4
Zotu557	1	0	6	1	3	10	1	1	6	6	2	1	0	0	1	1	2	17	2	10	3	22	2	7
Zotu2986	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0
Zotu1878	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
Zotu14	46	62	11	18	65	110	16	6	18	80	85	5	2	15	32	18	18	89	27	17	48	122	9216	42
Zotu1552	6	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	1	4	0	2	2	4	0
Zotu507	48	0	0	2	31	0	0	2	1	0	3	0	2	1	1	1	8	8	1	0	22	0	5	0
Zotu4975	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0
Zotu2169	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0
Zotu255	16	91	1	10	0	0	0	1	3	236	2	0	0	0	0	0	0	9	0	4	0	62	0	26
Zotu1395	16	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu459	87	15	0	0	0	4	0	6	5	8	1	0	8	0	0	1	0	0	0	1	8	0	0	0
Zotu538	3	0	0	0	40	39	0	0	0	17	0	0	3	8	0	7	2	2	1	3	0	0	0	1
Zotu2214	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu354	3	0	0	0	7	4	6	1	0	3	1	0	0	0	2	0	2	13	0	0	12	44	94	3
Zotu650	24	2	1	0	0	1	0	0	54	0	3	0	0	0	0	0	0	0	0	0	3	0	5	0
Zotu1197	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	13	1	0	1	0	0	0	0	0
Zotu581	28	35	0	4	0	0	0	1	43	0	0	0	0	2	0	12	0	0	0	0	2	9	0	4
Zotu1732	4	2	0	0	4	0	0	0	0	0	0	0	4	1	0	0	3	0	0	0	5	0	0	0
Zotu1709	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	2	0	0
Zotu1518	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu686	52	1	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Zotu3188	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu4274	5	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0
Zotu1942	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2799	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4768	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1447	1	0	0	0	0	3	0	0	2	0	5	0	0	0	9	0	0	0	0	0	0	0	2	0
Zotu140	7	5	29	537	2	29	16	19	1	5	51	44	0	0	0	2	2	0	8	5	0	16	141	24
Zotu26	37	176	188	2034	63	328	250	91	87	120	108	95	55	101	0	334	49	143	304	1045	74	165	73	1128
Zotu253	24	0	0	0	0	0	2	0	3	11	1	0	0	1	1	0	2	0	0	0	378	0	0	0
Zotu2565	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu47	5	65	2	1924	0	5	6	578	1	4	110	40	0	0	0	1	0	8	2	39	0	1	2	624
Zotu12	2	19	1473	637	23	105	1105	477	71	37	230	1694	11	92	12	1203	2	9	152	448	10	99	900	1081
Zotu3838	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu170	119	28	2	30	52	9	12	2	83	118	28	2	26	11	0	0	8	1	10	8	75	83	2	2
Zotu2526	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu2762	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu965	1	3	0	0	1	1	0	0	0	6	11	0	0	3	1	2	0	5	6	0	0	4	0	0
Zotu121	17	0	2	0	201	118	1	0	0	280	31	6	40	14	1	8	36	66	31	32	15	214	1	14
Zotu473	0	5	0	2	0	0	0	0	3	15	0	1	1	0	0	0	2	73	0	13	4	1	0	0
Zotu461	3	21	0	0	0	3	0	1	145	6	2	0	0	0	0	0	1	4	5	8	9	4	5	1
Zotu685	1	1	1	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	12	1	0	2	27
Zotu740	5	28	0	0	11	1	0	0	0	3	1	0	1	2	0	0	2	0	1	0	12	2	0	0
Zotu2013	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu535	17	0	3	0	9	1	3	0	37	27	3	3	6	2	0	1	10	0	0	0	26	0	9	2
Zotu2	5	6	2	4	8	58	2	2	55	29	2	0	1	1	39286	0	11	28	0	2	12	56	4	3
Zotu200	25	75	109	8	1	1	4	24	33	72	22	17	0	0	0	0	0	15	15	8	2	62	8	49
Zotu498	22	51	0	0	1	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu853	18	0	0	0	20	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	30	1	1	0
Zotu3933	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu961	10	6	0	0	10	0	0	0	2	0	0	0	3	1	0	0	5	0	0	0	15	0	0	0
Zotu1405	6	0	0	0	3	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	1	0	0
Zotu174	50	52	0	37	94	35	0	0	0	28	0	7	4	16	11	0	21	27	0	84	79	79	0	35
Zotu241	20	13	53	9	8	10	30	27	59	1	6	19	3	0	1	15	0	0	0	7	7	3	60	25
Zotu4329	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu993	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	25
Zotu51	2	19	0	51	12	2	69	68	0	3	2	53	0	1	1	1	1	152	167	2602	317	32	139	24
Zotu764	13	25	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
Zotu1034	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Zotu1148	5	1	1	0	1	1	6	0	7	1	0	0	8	1	1	0	1	4	0	0	2	1	1	1
Zotu2833	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0
Zotu529	23	1	6	0	19	0	10	0	16	0	0	0	1	1	0	0	2	5	0	0	41	0	0	0
Zotu1286	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2513	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1967	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	1
Zotu2051	2	0	0	0	2	1	0	0	0	7	0	0	0	0	0	0	1	2	0	0	0	3	1	0
Zotu1814	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu411	66	36	19	0	0	0	0	0	73	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Zotu511	6	0	57	2	1	2	0	0	2	0	0	0	0	0	0	0	5	0	0	1	31	0	3	2
Zotu60	17	3	12	26	16	42	24	21	12	27	66	13	0	4	15	20	2	57	38	59	20	69	1772	84
Zotu325	8	0	0	0	4	0	0	0	4	1	1	0	1	1	0	0	1	1	0	0	24	300	0	0
Zotu116	4	67	0	0	5	3	0	0	2	12	5	0	0	15	0	588	6	0	0	0	226	12	0	0
Zotu4224	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu472	1	4	3	0	9	35	24	54	2	8	0	6	0	2	0	0	9	1	0	0	4	37	10	1
Zotu3095	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu331	2	1	71	0	13	0	0	0	1	0	0	12	0	7	0	0	2	21	41	47	5	1	1	1
Zotu52	3	21	13	67	6	4	18	102	4	107	262	65	0	30	0	1762	1	10	28	21	0	31	1	105
Zotu330	21	3	0	0	347	0	1	0	0	0	0	0	7	2	1	0	2	0	1	0	18	0	0	0
Zotu530	21	1	9	1	24	2	0	0	26	0	1	1	0	1	0	0	3	0	0	1	8	0	0	0
Zotu203	25	0	0	0	7	0	72	0	2	300	0	0	30	2	1	0	7	1	0	0	42	4	3	5
Zotu868	13	0	0	0	2	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu647	7	11	17	0	0	0	1	11	44	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu715	22	1	0	0	7	0	0	0	93	0	4	0	2	0	0	0	2	0	7	0	0	0	0	0
Zotu502	5	5	1	0	5	0	0	0	9	1	0	0	0	1	1	0	0	94	0	0	2	0	0	0
Zotu550	38	8	0	0	14	5	0	0	0	3	0	0	0	0	0	0	1	9	0	0	8	20	0	0
Zotu1084	2	0	0	0	2	4	2	3	0	0	0	0	0	0	0	0	1	2	4	0	0	12	0	3
Zotu469	2	0	1	41	2	0	1	105	2	0	7	6	0	1	0	0	1	0	0	0	0	3	7	0
Zotu1203	0	5	11	0	1	0	5	14	1	0	0	2	0	0	0	0	2	0	3	13	0	0	1	0
Zotu540	0	3	0	0	4	14	1	21	4	0	3	6	11	2	0	0	13	0	0	0	7	0	2	0
Zotu1079	24	0	0	2	3	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Zotu46	6	159	0	28	2	1	0	0	2	36	166	0	0	0	0	0	0	5	0	4377	7	10	11	31
Zotu367	48	9	66	0	1	0	1	1	11	36	0	9	0	0	0	2	0	10	6	0	1	1	0	8
Zotu517	1	0	1	5	0	1	0	0	0	52	2	15	0	0	0	0	0	0	1	1	0	0	0	45
Zotu3259	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1535	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu347	56	7	0	0	0	0	6	0	187	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0
Zotu425	22	19	0	1	26	0	0	0	0	0	0	0	0	6	0	0	31	0	0	0	58	0	0	0
Zotu2425	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0
Zotu1391	5	1	0	0	0	2	0	0	0	9	2	0	0	2	0	4	0	0	0	0	0	0	0	0
Zotu717	4	1	0	0	9	3	4	4	0	2	2	2	1	0	1	4	1	11	7	8	1	5	3	11
Zotu871	6	3	0	0	16	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	8	2	0	2
Zotu4458	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2658	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0
Zotu1519	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu124	7	6	0	1	9	4	1	3	1	6	10	0	0	2	0	2	3	5	0	1	5	11	742	3
Zotu1750	7	0	0	0	0	0	0	0	0	1	0	0	6	2	0	2	6	0	0	0	0	0	0	0
Zotu205	30	52	1	17	81	0	12	0	83	1	11	0	0	1	0	0	3	0	0	10	243	11	3	15
Zotu7	18	15589	6	11117	9	42	4	8	8	331	693	7	0	6	7	2	7	30	0	13	20	50	17	15
Zotu1053	9	0	1	0	0	0	0	0	1	21	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1922	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu684	6	1	3	0	4	0	3	1	6	3	2	1	1	2	2	2	4	1	1	3	5	4	3	1
Zotu514	13	0	65	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0
Zotu1949	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	2	2	2	0	1	1	0	0
Zotu1206	27	5	0	0	3	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu16	14	4	0	0	15	3206	0	0	0	666	7	0	15	1	4	12	5	2637	0	26	1	5549	0	82
Zotu279	7	3	0	11	1	1	0	0	78	0	0	0	0	0	119	0	0	0	0	0	1	0	0	1
Zotu197	8	2	0	1	7	16	2	0	1	7	23	0	0	8	1	344	37	3	11	1	5	16	43	3
Zotu3825	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu337	19	3	0	0	1	0	0	0	0	0	0	0	0	181	0	0	2	0	0	0	0	0	0	0
Zotu4808	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu869	10	3	0	0	11	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	9	0	0	0
Zotu462	2	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	250	0	0
Zotu679	7	2	1	0	62	9	0	0	5	1	0	0	0	0	0	0	3	5	0	0	2	10	0	0
Zotu703	7	0	0	1	28	7	0	0	19	0	0	1	0	0	0	0	0	0	0	0	2	15	2	0
Zotu772	13	7	1	3	18	0	1	0	9	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0
Zotu1370	4	1	1	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17
Zotu4214	1	0	0	0	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
Zotu2083	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu406	9	1	31	0	13	0	1	1	14	1	10	0	14	4	0	0	12	1	2	0	14	3	45	0
Zotu1543	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu177	11	80	1	84	3	4	8	85	4	56	11	0	0	1	2	1	0	16	83	104	1	15	17	70
Zotu940	4	8	0	0	5	6	0	0	0	2	1	0	2	5	0	0	1	0	0	0	4	2	4	0
Zotu112	30	8	0	0	59	2	0	0	3	0	15	0	41	1	0	3	261	0	0	0	437	2	2	1
Zotu775	6	5	0	3	3	0	1	0	1	1	6	0	12	0	0	0	3	0	0	3	9	3	1	3
Zotu477	16	15	0	4	71	0	0	0	0	0	2	0	0	6	0	0	7	0	0	3	38	1	0	7
Zotu567	65	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1188	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu256	8	14	2	20	15	16	3	0	0	15	25	2	0	3	4	160	10	26	2	14	18	24	25	3
Zotu692	6	1	12	0	26	1	8	10	10	0	23	4	5	0	0	4	2	0	6	0	5	12	7	1
Zotu1912	2	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu288	6	2	0	0	8	0	0	0	176	1	0	0	2	0	25	0	0	0	0	0	55	9	11	12
Zotu1378	6	0	0	0	3	0	0	0	3	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0
Zotu119	8	1162	0	16	5	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	13	1	1	1
Zotu1265	3	1	0	0	4	0	0	0	17	0	0	0	0	0	0	0	1	0	0	2	0	5	0	0
Zotu1182	29	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Zotu741	9	1	0	0	0	0	0	0	0	0	0	0	23	5	0	0	6	0	0	0	0	0	0	0
Zotu593	8	4	0	2	1	5	2	0	12	0	12	10	12	2	0	1	4	5	0	0	40	0	0	0
Zotu1043	14	4	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Zotu162	36	31	11	19	66	0	3	1	37	1	14	0	87	192	2	5	37	2	16	4	126	15	5	14
Zotu334	36	4	0	0	97	0	0	0	12	0	136	0	17	0	2	0	20	0	0	0	12	0	0	0
Zotu2983	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu2620	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu4980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4186	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1373	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	6	5	0	0
Zotu117	12	573	21	78	1	3	20	103	0	2	0	8	0	0	0	1	1	9	11	36	6	135	3	80
Zotu2547	1	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu230	15	3	1	0	127	190	0	0	0	26	3	29	34	4	0	15	23	15	4	1	3	27	0	8
Zotu812	3	1	0	0	6	15	0	0	1	1	0	0	0	0	0	0	0	12	5	0	2	50	0	2
Zotu1212	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2318	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu126	5	16	98	4	604	143	12	55	32	2	2	2	17	3	0	16	5	63	91	0	35	1	17	3
Zotu1367	1	0	0	0	0	1	0	0	0	0	2	0	0	0	3	1	0	2	1	1	0	4	1	3
Zotu4284	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu264	2	313	0	2	0	0	0	9	0	29	2	1	0	17	0	0	1	1	9	12	0	0	0	0
Zotu1127	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0
Zotu973	7	3	0	8	16	12	5	1	7	6	15	0	1	19	0	0	0	3	1	11	91	20	2	15
Zotu1174	6	1	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0
Zotu421	11	3	1	0	26	1	84	0	8	0	0	0	1	1	2	0	2	0	0	1	2	0	1	1
Zotu1428	7	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	8	0	0	0
Zotu396	13	2	0	0	150	1	3	26	0	0	0	0	0	9	0	0	3	1	0	0	27	0	0	0
Zotu2296	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2479	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1196	5	3	0	0	3	0	0	0	0	5	0	0	0	1	0	0	5	0	0	0	5	0	0	2
Zotu455	10	3	0	10	13	10	0	0	0	6	0	0	1	2	3	0	1	8	0	25	16	24	0	23
Zotu848	6	0	0	0	4	0	0	0	2	0	0	0	0	2	0	1	4	0	0	0	42	6	0	0
Zotu3179	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1219	9	0	0	0	0	0	2	0	21	0	0	0	3	0	0	0	0	0	0	0	3	1	1	0
Zotu1905	4	0	0	0	8	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0
Zotu379	1	4	0	0	2	2	0	3	0	3	1	0	3	0	0	0	6	1	1	0	167	3	2	0
Zotu2345	2	0	0	0	2	1	0	0	0	3	0	0	1	0	0	0	1	0	0	0	2	0	0	0
Zotu1921	5	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu505	12	9	0	5	13	11	0	0	0	11	0	0	0	5	4	0	5	10	0	8	12	23	0	9
Zotu281	1	5	108	0	5	0	2	0	2	0	0	0	0	0	0	3	1	8	94	26	57	4	0	0
Zotu1668	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Zotu570	11	1	0	7	0	0	0	0	43	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
Zotu824	6	15	0	16	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2603	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Zotu358	21	0	1	0	2	0	0	0	6	1	0	0	157	0	0	0	6	0	0	0	3	0	2	0
Zotu963	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	40	0	3
Zotu914	11	5	0	0	10	0	1	0	0	0	0	5	16	6	4	0	3	0	7	0	8	0	0	0
Zotu2860	5	5	0	0	8	5	0	0	0	1	0	0	2	1	2	0	3	6	0	0	8	4	0	0
Zotu3014	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1255	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1938	2	0	0	0	2	0	0	0	4	1	0	0	0	0	2	0	1	1	0	0	1	5	0	0
Zotu1772	4	8	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2712	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu3210	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1241	5	2	0	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	13	1
Zotu361	4	0	2	1	3	7	2	2	1	4	5	1	0	3	1	0	0	2	15	2	8	5	160	0
Zotu3293	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1690	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	1	0	0	0	0	0
Zotu2998	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
Zotu2862	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu671	0	3	0	0	10	0	0	0	11	3	0	0	6	0	0	0	2	0	0	0	42	1	0	0
Zotu609	5	0	3	0	1	0	2	0	71	1	33	0	6	2	0	1	2	0	0	0	5	1	38	0
Zotu1300	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2970	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0
Zotu1894	0	3	0	0	7	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0
Zotu2215	0	4	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Zotu1785	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2278	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1977	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	2	0
Zotu3782	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu2361	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0
Zotu2248	5	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1052	4	1	6	0	2	1	1	0	0	2	2	1	1	2	0	0	2	2	1	2	3	0	1	0
Zotu487	6	4	20	1	39	0	9	0	79	2	2	12	6	7	0	0	5	13	31	3	47	8	2	2
Zotu626	0	0	0	0	0	0	0	0	0	31	121	0	0	0	0	0	0	0	10	0	0	0	0	0
Zotu1360	18	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0
Zotu666	17	5	0	0	0	0	1	1	54	3	0	2	0	0	0	13	3	0	0	0	0	0	0	0
Zotu1016	2	1	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	3
Zotu145	1	3	1	2	0	0	0	3	1	4	8	0	0	0	0	1	1	1	2	6	22	5	722	49
Zotu1371	6	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
Zotu350	2	1	2	1	17	6	5	3	102	17	4	1	10	3	0	1	14	29	28	23	18	2	2	0
Zotu2381	4	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
Zotu1002	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Zotu380	2	1	0	0	10	0	0	0	0	0	0	22	76	1	0	0	49	0	0	0	0	0	0	0
Zotu1278	4	0	0	0	0	0	0	0	12	2	0	0	9	0	1	0	0	0	0	0	9	0	2	0
Zotu2389	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0
Zotu3938	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1287	6	4	0	0	3	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0
Zotu1008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	25
Zotu69	18	91	148	14	22	37	70	355	11	676	1132	247	20	17	48	17	7	48	55	73	33	81	162	52
